id,round,teamId,serviceId,score,stolen,lost,attackerScore,victimScore
370,1,8,1,5000,0,0,0,0
375,1,8,6,5000,0,0,0,0
380,1,9,3,5000,0,0,0,0
385,1,10,0,5000,0,0,0,0
390,1,10,5,5000,0,0,0,0
395,1,11,2,5000,0,0,0,0
400,1,11,7,5000,0,0,0,0
405,1,12,4,5000,0,0,0,0
410,1,13,1,5000,0,0,0,0
415,1,13,5,5000,0,0,0,0
420,1,14,3,5000,0,0,0,0
424,1,15,0,5000,0,0,0,0
430,1,15,5,5000,0,0,0,0
435,1,16,2,5000,0,0,0,0
438,1,16,5,5000,0,0,0,0
443,1,17,3,5000,0,0,0,0
448,1,17,7,5000,0,0,0,0
453,1,18,4,5000,0,0,0,0
459,1,19,2,5000,0,0,0,0
465,1,20,0,5000,0,0,0,0
470,1,20,5,5000,0,0,0,0
473,1,21,0,5000,0,0,0,0
480,1,21,7,5000,0,0,0,0
484,1,22,4,5000,0,0,0,0
490,1,23,0,5000,0,0,0,0
495,1,23,6,5000,0,0,0,0
500,1,24,3,5000,0,0,0,0
505,1,25,0,5000,0,0,0,0
509,1,25,5,5000,0,0,0,0
515,1,26,2,5000,0,0,0,0
518,1,26,5,5000,0,0,0,0
525,1,27,4,5000,0,0,0,0
528,1,28,1,5000,0,0,0,0
535,1,28,5,5000,0,0,0,0
538,1,29,1,5000,0,0,0,0
543,1,29,6,5000,0,0,0,0
550,1,30,5,5000,0,0,0,0
555,1,31,2,5000,0,0,0,0
560,1,31,7,5000,0,0,0,0
565,1,32,3,5000,0,0,0,0
568,1,32,7,5000,0,0,0,0
574,1,33,5,5000,0,0,0,0
578,1,34,3,5000,0,0,0,0
583,1,34,6,5000,0,0,0,0
588,1,35,3,5000,0,0,0,0
594,1,36,1,5000,0,0,0,0
599,1,36,6,5000,0,0,0,0
604,1,37,3,5000,0,0,0,0
1220,4,0,4,5000,0,0,0,0
1225,4,1,1,5000,0,0,0,0
1229,4,1,5,4953.634786893254,0,3,0,-46.365213106746204
1236,4,2,3,5000,0,0,0,0
1240,4,2,7,5000,0,0,0,0
