round,shortname,attackers,victims,firstBloodTeamId,firstBloodTimestamp
158,APT-Finals-2,11,25,3,2024-10-10T11:07:23.488Z
158,fonograph,26,18,20,2024-10-10T09:19:01.906Z
163,Diese-2,0,0,,
168,CookingNonna,7,35,15,2024-10-10T11:33:10.113Z
168,fonograph,28,18,20,2024-10-10T09:19:01.906Z
173,Diese-1,31,10,20,2024-10-10T09:02:01.279Z
173,Sanromolo,6,32,27,2024-10-10T11:10:45.976Z
178,Diese-2,0,0,,
183,Diese-1,32,8,20,2024-10-10T09:02:01.279Z
183,Sanromolo,6,32,27,2024-10-10T11:10:45.976Z
72,Diese-1,26,23,20,2024-10-10T09:02:01.279Z
76,Diese-1,25,23,20,2024-10-10T09:02:01.279Z
80,Diese-2,0,0,,
85,APT-Finals-1,0,0,,
85,duogesto,30,19,11,2024-10-10T09:03:16.013Z
89,APT-Finals-1,0,0,,
89,duogesto,31,18,11,2024-10-10T09:03:16.013Z
93,APT-Finals-1,0,0,,
93,duogesto,31,18,11,2024-10-10T09:03:16.013Z
97,APT-Finals-1,0,0,,
97,duogesto,31,17,11,2024-10-10T09:03:16.013Z
101,APT-Finals-1,0,0,,
101,duogesto,32,17,11,2024-10-10T09:03:16.013Z
105,CookingNonna,4,31,15,2024-10-10T11:33:10.113Z
105,fonograph,27,28,20,2024-10-10T09:19:01.906Z
109,CookingNonna,2,32,15,2024-10-10T11:33:10.113Z
109,Sanromolo,2,35,27,2024-10-10T11:10:45.976Z
113,Diese-1,30,15,20,2024-10-10T09:02:01.279Z
113,Sanromolo,2,33,27,2024-10-10T11:10:45.976Z
117,CookingNonna,3,31,15,2024-10-10T11:33:10.113Z
117,Sanromolo,2,30,27,2024-10-10T11:10:45.976Z
122,APT-Finals-2,8,29,3,2024-10-10T11:07:23.488Z
126,Diese-2,0,0,,
126,fonograph,27,22,20,2024-10-10T09:19:01.906Z
130,Diese-2,0,0,,
130,fonograph,27,22,20,2024-10-10T09:19:01.906Z
134,Diese-1,30,14,20,2024-10-10T09:02:01.279Z
138,Diese-1,30,12,20,2024-10-10T09:02:01.279Z
142,Diese-1,27,10,20,2024-10-10T09:02:01.279Z
146,Diese-1,31,10,20,2024-10-10T09:02:01.279Z
150,APT-Finals-2,11,25,3,2024-10-10T11:07:23.488Z
150,Sanromolo,4,29,27,2024-10-10T11:10:45.976Z
158,CookingNonna,5,26,15,2024-10-10T11:33:10.113Z
163,CookingNonna,6,35,15,2024-10-10T11:33:10.113Z
168,APT-Finals-2,13,26,3,2024-10-10T11:07:23.488Z
173,Diese-2,0,0,,
179,APT-Finals-1,1,28,20,2024-10-10T14:37:29.635Z
179,duogesto,32,15,11,2024-10-10T09:03:16.013Z
183,CookingNonna,7,34,15,2024-10-10T11:33:10.113Z
68,fonograph,19,35,20,2024-10-10T09:19:01.906Z
158,Diese-2,0,0,,
158,Sanromolo,4,28,27,2024-10-10T11:10:45.976Z
163,Diese-1,31,9,20,2024-10-10T09:02:01.279Z
163,fonograph,27,18,20,2024-10-10T09:19:01.906Z
169,APT-Finals-1,1,26,20,2024-10-10T14:37:29.635Z
169,duogesto,30,15,11,2024-10-10T09:03:16.013Z
174,APT-Finals-1,1,28,20,2024-10-10T14:37:29.635Z
174,duogesto,32,15,11,2024-10-10T09:03:16.013Z
179,CookingNonna,7,34,15,2024-10-10T11:33:10.113Z
184,APT-Finals-1,1,26,20,2024-10-10T14:37:29.635Z
184,duogesto,31,15,11,2024-10-10T09:03:16.013Z
